vertex_ind,xcoord,ycoord
"579",-97209.778326466010185,-2486150.405528394505382
"580",-97003.602986709302058,-2486173.929270359687507
"581",-96794.049313416850055,-2486187.880882672034204
"582",-96580.570643273007590,-2486192.440332450438291
"583",-96362.398560024856124,-2486188.094942636787891
"584",-96139.242294396492071,-2486175.735101140104234
"585",-95910.214753766136710,-2486156.630254438146949
"586",-95674.646576681159786,-2486132.263924564700574
"587",-95431.634710579266539,-2486104.424147167708725
"588",-95180.556043453558232,-2486074.802606200799346
"589",-94920.677936183157726,-2486045.271022046450526
"590",-94651.542607675655745,-2486017.368645536713302
"591",-94372.764071228288230,-2485992.614757509436458
"592",-94084.344285780258360,-2485972.137288022320718
"593",-93786.361282662241138,-2485956.928327279631048
"594",-93479.252049955844996,-2485947.656533071305603
"595",-93163.507613084366312,-2485944.812867451924831
"596",-92840.183650421764469,-2485948.609684620518237
"597",-92510.017348966532154,-2485959.058979422319680
"598",-92174.469099025081960,-2485976.045591086614877
"599",-91834.612007860705489,-2485999.268948893994093
"600",-91492.104289814073127,-2486028.385017134249210
"601",-91148.310179642605362,-2486062.928757629357278
"602",-90804.883184623933630,-2486102.450270382221788
"603",-90463.010568944227998,-2486146.500090143643320
"604",-90124.933749375952175,-2486194.599287852644920
"605",-89791.722030640448793,-2486246.378393998835236
"606",-89464.922517430299195,-2486301.481586504727602
"607",-89145.710302418840001,-2486359.653177329804748
"608",-88835.281383490975713,-2486420.652845993638039
"609",-88534.503229116526200,-2486484.407494951039553
"610",-88244.260480874509085,-2486550.818313791882247
"611",-87964.979502096917713,-2486619.873197942506522
"612",-87697.244786516457680,-2486691.560513158328831
"613",-87441.120267519174377,-2486765.897979199420661
"614",-87196.617171521051205,-2486842.855660391505808
"615",-86963.458872761824750,-2486922.454923965502530
"616",-86741.361383038703934,-2487004.516810002271086
"617",-86529.702398564506439,-2487088.865432867780328
"618",-86327.780804511465249,-2487175.188886421732605
"619",-86134.698459678707877,-2487263.137288800906390
"620",-85949.474948138202308,-2487352.249221993144602
"621",-85770.992752176578506,-2487442.040210259146988
"622",-85598.118497485833359,-2487531.916625626850873
"623",-85429.655384366036742,-2487621.434253262355924
"624",-85264.526423033923493,-2487710.164561874698848
"625",-85101.666047051621717,-2487797.739761626347899
"626",-84940.259019474528031,-2487883.924560206476599
"627",-84779.521058739832370,-2487968.598640862386674
"628",-84618.930279999331106,-2488051.805717046838254
"629",-84457.989534057211131,-2488133.653253050986677
"630",-84296.558527430053800,-2488214.335368754807860
"631",-84134.350196589002735,-2488294.094515256583691
"632",-83971.375222448419663,-2488373.202565856743604
"633",-83807.514461991610005,-2488451.932362444698811
"634",-83642.881037656232365,-2488530.521532888989896
"635",-83477.422091573884245,-2488609.239826632663608
"636",-83311.254645826193155,-2488688.195695388596505
"637",-83144.309142885904294,-2488767.456346750725061
"638",-82976.660263666577521,-2488847.104300979524851
"639",-82808.257563316670712,-2488927.126982527319342
"640",-82639.134389075552463,-2489007.393531250301749
"641",-82469.225589364534244,-2489087.778349336702377
"642",-82298.544823773409007,-2489167.907709119375795
"643",-82127.101146317960229,-2489247.796479602344334
"644",-81954.941378772215103,-2489327.161540829110891
"645",-81782.153002753228066,-2489405.860656788107008
"646",-81608.869481605375768,-2489483.671869608107954
"647",-81435.222411452909000,-2489560.483621897175908
"648",-81261.574845991170150,-2489636.123193077277392
"649",-81088.181966757285409,-2489710.641013649757951
"650",-80915.385168005290325,-2489783.997393208555877
"651",-80743.578889617245295,-2489856.373378088232130
"652",-80573.193871761483024,-2489927.938012005761266
"653",-80404.500954609306064,-2489998.919066087808460
"654",-80238.225361908247578,-2490069.596136559732258
"655",-80074.614101916842628,-2490140.332101329229772
"656",-79914.118876020060270,-2490211.522515211254358
"657",-79757.085130941573880,-2490283.609586013481021
"658",-79603.865313531408901,-2490357.027706983499229
"659",-79454.753762035659747,-2490432.240357439033687
"660",-79310.024747195144300,-2490509.672644425649196
"661",-79169.892069147332222,-2490589.738247607368976
"662",-79034.544250466598896,-2490672.785416629631072
"663",-78904.111288068306749,-2490759.119032343849540
"664",-78778.693999650582555,-2490848.960464915260673
"665",-78658.348514106910443,-2490942.496904305648059
"666",-78543.107538644529996,-2491039.842876195441931
"667",-78432.951193404296646,-2491141.065895264502615
"668",-78327.890639537232346,-2491246.171937924344093
"669",-78227.902474709189846,-2491355.194940118584782
"670",-78132.963543545993161,-2491468.119035767856985
"671",-78043.099417030389304,-2491584.893439486622810
"672",-77958.314440109155839,-2491705.458362937439233
"673",-77878.693195336207282,-2491829.746980776544660
"674",-77804.292276471038349,-2491957.644337009172887
"675",-77735.244679638388334,-2492088.960816733073443
"676",-77671.673397637234302,-2492223.515571061056107
"677",-77613.731670204608236,-2492361.026689996477216
"678",-77561.516095580329420,-2492501.169822394382209
"679",-77515.146368027126300,-2492643.545508377719671
"680",-77474.656413642718690,-2492787.742085609119385
"681",-77440.064026902167825,-2492933.222970599308610
"682",-77411.272462878463557,-2493079.529276325367391
"683",-77388.151429277131683,-2493226.081761994864792
"684",-77370.364739073789679,-2493372.430251473560929
"685",-77357.498533690595650,-2493517.985013841651380
"686",-77348.879218580783345,-2493662.421579383779317
"687",-77343.914840747689595,-2493805.239099755883217
"688",-77341.510933805853711,-2493946.267843273468316
"689",-77340.563069550335058,-2494085.192741600330919
"690",-77339.592846737446962,-2494221.929590365849435
"691",-77337.139270275016315,-2494356.344403585419059
"692",-77331.398055953090079,-2494488.341184981632978
"693",-77321.070100252007251,-2494617.808886046521366
"694",-77304.710593688709196,-2494744.592431087046862
"695",-77281.351889044672134,-2494868.433753117453307
"696",-77250.285013159926166,-2494989.041084821335971
"697",-77211.177751100942260,-2495106.030994696542621
"698",-77163.996469321748009,-2495219.048220220953226
"699",-77108.963634409534279,-2495327.730227014515549
"700",-77046.433320757962065,-2495431.775602843612432
"701",-76976.896171905173105,-2495530.967292924877256
"702",-76900.907827643648488,-2495625.237598823383451
"703",-76819.070200747461058,-2495714.658719901461154
"704",-76732.012359779182589,-2495799.501639713067561
"705",-76640.383442423670203,-2495880.244992632884532
"706",-76544.749057054068544,-2495957.402113489340991
"707",-76445.659463908479665,-2496031.621608329936862
"708",-76343.593515379106975,-2496103.568091577850282
"709",-76238.950126835508854,-2496173.902086982969195
"710",-76132.080649513809476,-2496243.169029488693923
"711",-76023.216991185836378,-2496311.855713138822466
"712",-75912.615485218397225,-2496380.337472768966109
"713",-75800.507795846686349,-2496449.115294455550611
"714",-75687.010136982280528,-2496518.291208451148123
"715",-75572.217329599297955,-2496588.031689939554781
"716",-75456.309539711553953,-2496658.483750703278929
"717",-75339.347712395101553,-2496729.738625390920788
"718",-75221.444603924101102,-2496801.890393150039017
"719",-75102.653247356065549,-2496875.018262356985360
"720",-74983.024363358403207,-2496949.165394379291683
"721",-74862.513850835399353,-2497024.376302791759372
"722",-74741.175509286869783,-2497100.679058944806457
"723",-74618.894637249177322,-2497178.125556485261768
"724",-74495.537944066672935,-2497256.671113125979900
"725",-74370.892517767613754,-2497336.319677239749581
"726",-74244.761319530211040,-2497416.967274623923004
"727",-74116.783181523613166,-2497498.494938843417913
"728",-73986.598441670314060,-2497580.748628247063607
"729",-73853.756208582213731,-2497663.504054711665958
"730",-73717.833526708447607,-2497746.540203929413110
"731",-73578.319431015668670,-2497829.531394751276821
"732",-73434.768780548853101,-2497912.182285564020276
"733",-73286.668512372823898,-2497994.105776644777507
"734",-73133.661640300502768,-2498074.925861388910562
"735",-72975.330923441826599,-2498154.221122776623815
"736",-72811.412030653402326,-2498231.590818484313786
"737",-72641.622237355200923,-2498306.598443897441030
"738",-72465.935720012319507,-2498378.789787115529180
"739",-72284.258477554598358,-2498447.738749981857836
"740",-72096.740420723668649,-2498512.998831795528531
"741",-71903.532733256128267,-2498574.154888881836087
"742",-71704.973515293735545,-2498630.767764407675713
"743",-71501.360631134346477,-2498682.431536489631981
"744",-71293.420636997645488,-2498728.735937153920531
"745",-71081.645057278539753,-2498769.306139426771551
"746",-70866.775087931484450,-2498803.765377575997263
"747",-70649.531364310940262,-2498831.782411974389106
"748",-70430.841509043995757,-2498853.032075968105346
"749",-70211.518251696106745,-2498867.250406873878092
"750",-69992.550760867452482,-2498874.226313769351691
"751",-69774.589378181583015,-2498873.745172976516187
"752",-69559.125795917090727,-2498865.639537767507136
"753",-69346.799888374778675,-2498849.915011085569859
"754",-69138.558557066397043,-2498826.517229256685823
"755",-68935.191806235219701,-2498795.608499547466636
"756",-68737.505412675818661,-2498757.309090764727443
"757",-68546.079576906980947,-2498711.953815686050802
"758",-68361.513619777906570,-2498659.909952824003994
"759",-68184.061258265603101,-2498601.606924892868847
"760",-68013.968522704308270,-2498537.629159801639616
"761",-67851.062014426948735,-2498468.752883540932089
"762",-67695.103257816925179,-2498395.806951012928039
"763",-67545.334267281359644,-2498319.957619695924222
"764",-67400.818442051444435,-2498242.488344512879848
"765",-67260.192556742127636,-2498165.083481890615076
"766",-67121.996565079956781,-2498089.524400466587394
"767",-66984.580205418897094,-2498017.788295090664178
"768",-66846.556915012784884,-2497951.600087007973343
"769",-66706.629009188531199,-2497892.574210948776454
"770",-66563.953663870648597,-2497841.821154111530632
"771",-66417.905945872669690,-2497800.211627728305757
"772",-66268.288288590672892,-2497768.188451419584453
"773",-66114.933748750700033,-2497746.069956235121936
"774",-65957.891090981938760,-2497733.851678728591651
"775",-65797.108087485554279,-2497731.448910979088396
"776",-65632.618300521804485,-2497738.446877204813063
"777",-65464.185643359007372,-2497754.204741082154214
"778",-65291.555985035578487,-2497777.826051471754909
"779",-65114.236286213825224,-2497808.206552657764405
"780",-64931.777236264177191,-2497844.099427718203515
"781",-64743.569319895395893,-2497884.237101272214204
"782",-64549.141169169619388,-2497927.361637553665787
"783",-64348.008469909800624,-2497972.434312845114619
"784",-64139.972072470460262,-2498018.518384165596217
"785",-63924.863136269406823,-2498064.927895234897733
"786",-63702.890040866128402,-2498111.103917687665671
"787",-63474.178807375865290,-2498156.738889986183494
"788",-63239.455709276706330,-2498201.608649250119925
"789",-62999.197674136492424,-2498245.770290229003876
"790",-62754.334247655016952,-2498289.218117713928223
"791",-62505.652582025155425,-2498332.218211622908711
"792",-62254.247253558874945,-2498375.080513586290181
"793",-62001.163692393878591,-2498418.169585960451514
"794",-61747.586912522005150,-2498461.937975945416838
"795",-61494.592900704126805,-2498506.821759826969355
"796",-61243.483565905204159,-2498553.260152106173337
"797",-60995.024198596380302,-2498601.801916346885264
"798",-60750.891619631947833,-2498652.878078327514231
"799",-60511.787326640347601,-2498706.925089062191546
"800",-60278.667954399425071,-2498764.336078068707138
"801",-60052.325498466110730,-2498825.486863531637937
"802",-59833.513172469349229,-2498890.708078409079462
"803",-59622.781888637786324,-2498960.195801335386932
"804",-59420.684356790719903,-2499034.127948559820652
"805",-59227.535674399710842,-2499112.565563321579248
"806",-59043.611195540011977,-2499195.508730079513043
"807",-58869.004978182507330,-2499282.802003024145961
"808",-58703.755458912346512,-2499374.282940982375294
"809",-58547.734223849605769,-2499469.676713831722736
"810",-58400.754830950769247,-2499568.660065795294940
"811",-58262.461500237615837,-2499670.866614372935146
"812",-58132.510159731995373,-2499775.936271565500647
"813",-58010.371925148268929,-2499883.481018708087504
"814",-57895.509818387421547,-2499993.153993302024901
"815",-57787.289515354103060,-2500104.644180312287062
"816",-57685.095054994402744,-2500217.661954987794161
"817",-57588.227330423040257,-2500331.965138178318739
"818",-57495.989132514921948,-2500447.336605411488563
"819",-57407.712350815265381,-2500563.636299655772746
"820",-57322.710936998606485,-2500680.730905567295849
"821",-57240.334485641738866,-2500798.467985871247947
"822",-57159.932265053692390,-2500916.759334695525467
"823",-57080.910295606605359,-2501035.474634850397706
"824",-57002.649801964296785,-2501154.503906863275915
